id,project_id,source_type,source_id,business_entity_id,link_type,link_reason,confidence_score,created_at
EL-00197,PROJ-001,document,DOC-0045,BE-ORDER-0046,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00198,PROJ-001,document,DOC-0045,BE-ORDER-0051,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00199,PROJ-001,document,DOC-0046,BE-ORDER-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00200,PROJ-001,document,DOC-0046,BE-ORDER-0023,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00201,PROJ-001,document,DOC-0046,BE-ORDER-0036,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00202,PROJ-001,document,DOC-0046,BE-ORDER-0038,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00203,PROJ-001,document,DOC-0046,BE-ORDER-0046,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00204,PROJ-001,document,DOC-0046,BE-ORDER-0051,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00205,PROJ-001,document,DOC-0047,BE-ORDER-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00206,PROJ-001,document,DOC-0047,BE-ORDER-0023,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00207,PROJ-001,document,DOC-0047,BE-ORDER-0036,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00208,PROJ-001,document,DOC-0047,BE-ORDER-0038,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00209,PROJ-001,document,DOC-0047,BE-ORDER-0046,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00210,PROJ-001,document,DOC-0047,BE-ORDER-0051,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00211,PROJ-001,document,DOC-0048,BE-ORDER-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00212,PROJ-001,document,DOC-0048,BE-ORDER-0023,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00213,PROJ-001,document,DOC-0048,BE-ORDER-0036,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00214,PROJ-001,document,DOC-0048,BE-ORDER-0038,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00215,PROJ-001,document,DOC-0048,BE-ORDER-0046,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00216,PROJ-001,document,DOC-0048,BE-ORDER-0051,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00217,PROJ-001,document,DOC-0052,BE-ORDER-0024,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00218,PROJ-001,document,DOC-0052,BE-ORDER-0025,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00219,PROJ-001,document,DOC-0052,BE-ORDER-0048,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00220,PROJ-001,document,DOC-0052,BE-ORDER-0058,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00221,PROJ-001,document,DOC-0052,BE-ORDER-0059,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00222,PROJ-001,document,DOC-0052,BE-ORDER-0070,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00223,PROJ-001,document,DOC-0053,BE-ORDER-0024,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00224,PROJ-001,document,DOC-0053,BE-ORDER-0025,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00225,PROJ-001,document,DOC-0053,BE-ORDER-0048,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00226,PROJ-001,document,DOC-0053,BE-ORDER-0058,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00227,PROJ-001,document,DOC-0053,BE-ORDER-0059,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00228,PROJ-001,document,DOC-0053,BE-ORDER-0070,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00229,PROJ-001,document,DOC-0054,BE-ORDER-0024,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00230,PROJ-001,document,DOC-0054,BE-ORDER-0025,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00231,PROJ-001,document,DOC-0054,BE-ORDER-0048,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00232,PROJ-001,document,DOC-0054,BE-ORDER-0058,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00233,PROJ-001,document,DOC-0054,BE-ORDER-0059,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00234,PROJ-001,document,DOC-0054,BE-ORDER-0070,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00235,PROJ-001,document,DOC-0055,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00236,PROJ-001,document,DOC-0055,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00237,PROJ-001,document,DOC-0055,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00238,PROJ-001,document,DOC-0055,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00239,PROJ-001,document,DOC-0055,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00240,PROJ-001,document,DOC-0055,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00241,PROJ-001,document,DOC-0056,BE-ORDER-0024,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00242,PROJ-001,document,DOC-0056,BE-ORDER-0025,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00243,PROJ-001,document,DOC-0056,BE-ORDER-0048,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00244,PROJ-001,document,DOC-0056,BE-ORDER-0058,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00245,PROJ-001,document,DOC-0056,BE-ORDER-0059,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00246,PROJ-001,document,DOC-0056,BE-ORDER-0070,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00247,PROJ-001,document,DOC-0057,BE-ORDER-0024,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00248,PROJ-001,document,DOC-0057,BE-ORDER-0025,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00249,PROJ-001,document,DOC-0057,BE-ORDER-0048,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00250,PROJ-001,document,DOC-0057,BE-ORDER-0058,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00251,PROJ-001,document,DOC-0057,BE-ORDER-0059,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00252,PROJ-001,document,DOC-0057,BE-ORDER-0070,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00253,PROJ-001,document,DOC-0058,BE-ORDER-0024,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00254,PROJ-001,document,DOC-0058,BE-ORDER-0025,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00255,PROJ-001,document,DOC-0058,BE-ORDER-0048,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00256,PROJ-001,document,DOC-0058,BE-ORDER-0058,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00257,PROJ-001,document,DOC-0058,BE-ORDER-0059,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00258,PROJ-001,document,DOC-0058,BE-ORDER-0070,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00259,PROJ-001,document,DOC-0059,BE-ORDER-0024,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00260,PROJ-001,document,DOC-0059,BE-ORDER-0025,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00261,PROJ-001,document,DOC-0059,BE-ORDER-0048,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00262,PROJ-001,document,DOC-0059,BE-ORDER-0058,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00263,PROJ-001,document,DOC-0059,BE-ORDER-0059,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00264,PROJ-001,document,DOC-0059,BE-ORDER-0070,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00265,PROJ-001,document,DOC-0060,BE-ORDER-0024,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00266,PROJ-001,document,DOC-0060,BE-ORDER-0025,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00267,PROJ-001,document,DOC-0060,BE-ORDER-0048,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00268,PROJ-001,document,DOC-0060,BE-ORDER-0058,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00269,PROJ-001,document,DOC-0060,BE-ORDER-0059,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00270,PROJ-001,document,DOC-0060,BE-ORDER-0070,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00271,PROJ-001,document,DOC-0061,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00272,PROJ-001,document,DOC-0061,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00273,PROJ-001,document,DOC-0061,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00274,PROJ-001,document,DOC-0061,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00275,PROJ-001,document,DOC-0061,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00276,PROJ-001,document,DOC-0061,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00277,PROJ-001,document,DOC-0062,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00278,PROJ-001,document,DOC-0062,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00279,PROJ-001,document,DOC-0062,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00280,PROJ-001,document,DOC-0062,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00281,PROJ-001,document,DOC-0062,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00282,PROJ-001,document,DOC-0062,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00283,PROJ-001,document,DOC-0063,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00284,PROJ-001,document,DOC-0063,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00285,PROJ-001,document,DOC-0063,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00286,PROJ-001,document,DOC-0063,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00287,PROJ-001,document,DOC-0063,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00288,PROJ-001,document,DOC-0063,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00289,PROJ-001,document,DOC-0064,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00290,PROJ-001,document,DOC-0064,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00291,PROJ-001,document,DOC-0064,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00292,PROJ-001,document,DOC-0064,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00293,PROJ-001,document,DOC-0064,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00294,PROJ-001,document,DOC-0064,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00295,PROJ-001,document,DOC-0065,BE-ORDER-0011,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00296,PROJ-001,document,DOC-0065,BE-ORDER-0012,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00297,PROJ-001,document,DOC-0065,BE-ORDER-0040,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00298,PROJ-001,document,DOC-0065,BE-ORDER-0045,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00299,PROJ-001,document,DOC-0065,BE-ORDER-0056,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00300,PROJ-001,document,DOC-0065,BE-ORDER-0067,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00301,PROJ-001,document,DOC-0066,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00302,PROJ-001,document,DOC-0066,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00303,PROJ-001,document,DOC-0066,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00304,PROJ-001,document,DOC-0066,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00305,PROJ-001,document,DOC-0066,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00306,PROJ-001,document,DOC-0066,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00307,PROJ-001,document,DOC-0067,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00308,PROJ-001,document,DOC-0067,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00309,PROJ-001,document,DOC-0067,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00310,PROJ-001,document,DOC-0067,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00311,PROJ-001,document,DOC-0067,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00312,PROJ-001,document,DOC-0067,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00313,PROJ-001,document,DOC-0068,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00314,PROJ-001,document,DOC-0068,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00315,PROJ-001,document,DOC-0068,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00316,PROJ-001,document,DOC-0068,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00317,PROJ-001,document,DOC-0068,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00318,PROJ-001,document,DOC-0068,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00319,PROJ-001,document,DOC-0069,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00320,PROJ-001,document,DOC-0069,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00321,PROJ-001,document,DOC-0069,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00322,PROJ-001,document,DOC-0069,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00323,PROJ-001,document,DOC-0069,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00324,PROJ-001,document,DOC-0069,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00325,PROJ-001,document,DOC-0070,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00326,PROJ-001,document,DOC-0070,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00327,PROJ-001,document,DOC-0070,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00328,PROJ-001,document,DOC-0070,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00329,PROJ-001,document,DOC-0070,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00330,PROJ-001,document,DOC-0070,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00331,PROJ-001,document,DOC-0071,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00332,PROJ-001,document,DOC-0071,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00333,PROJ-001,document,DOC-0071,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00334,PROJ-001,document,DOC-0071,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00335,PROJ-001,document,DOC-0071,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00336,PROJ-001,document,DOC-0071,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00337,PROJ-001,document,DOC-0072,BE-ORDER-0011,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00338,PROJ-001,document,DOC-0072,BE-ORDER-0012,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00339,PROJ-001,document,DOC-0072,BE-ORDER-0040,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00340,PROJ-001,document,DOC-0072,BE-ORDER-0045,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00341,PROJ-001,document,DOC-0072,BE-ORDER-0056,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00342,PROJ-001,document,DOC-0072,BE-ORDER-0067,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00343,PROJ-001,document,DOC-0073,BE-ORDER-0006,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00344,PROJ-001,document,DOC-0073,BE-ORDER-0026,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00345,PROJ-001,document,DOC-0073,BE-ORDER-0050,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00346,PROJ-001,document,DOC-0073,BE-ORDER-0066,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00347,PROJ-001,document,DOC-0073,BE-ORDER-0071,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00348,PROJ-001,document,DOC-0073,BE-PO-0003,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00349,PROJ-001,document,DOC-0074,BE-ORDER-0088,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00350,PROJ-001,document,DOC-0074,BE-PO-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00351,PROJ-001,document,DOC-0074,BE-PO-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00352,PROJ-001,document,DOC-0074,BE-PO-0037,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00353,PROJ-001,document,DOC-0074,BE-PO-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00354,PROJ-001,document,DOC-0074,BE-PO-0107,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00355,PROJ-001,document,DOC-0075,BE-ORDER-0088,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00356,PROJ-001,document,DOC-0075,BE-PO-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00357,PROJ-001,document,DOC-0075,BE-PO-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00358,PROJ-001,document,DOC-0075,BE-PO-0037,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00359,PROJ-001,document,DOC-0075,BE-PO-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00360,PROJ-001,document,DOC-0075,BE-PO-0107,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00361,PROJ-001,document,DOC-0076,BE-ORDER-0009,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00362,PROJ-001,document,DOC-0076,BE-ORDER-0013,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00363,PROJ-001,document,DOC-0076,BE-ORDER-0022,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00364,PROJ-001,document,DOC-0076,BE-ORDER-0053,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00365,PROJ-001,document,DOC-0076,BE-ORDER-0075,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00366,PROJ-001,document,DOC-0076,BE-ORDER-0077,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00367,PROJ-001,document,DOC-0077,BE-ORDER-0006,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00368,PROJ-001,document,DOC-0077,BE-ORDER-0026,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00369,PROJ-001,document,DOC-0077,BE-ORDER-0050,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00370,PROJ-001,document,DOC-0077,BE-ORDER-0066,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00371,PROJ-001,document,DOC-0077,BE-ORDER-0071,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00372,PROJ-001,document,DOC-0077,BE-PO-0003,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00373,PROJ-001,document,DOC-0078,BE-ORDER-0088,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00374,PROJ-001,document,DOC-0078,BE-PO-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00375,PROJ-001,document,DOC-0078,BE-PO-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00376,PROJ-001,document,DOC-0078,BE-PO-0037,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00377,PROJ-001,document,DOC-0078,BE-PO-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00378,PROJ-001,document,DOC-0078,BE-PO-0107,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00379,PROJ-001,document,DOC-0079,BE-ORDER-0006,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00380,PROJ-001,document,DOC-0079,BE-ORDER-0026,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00381,PROJ-001,document,DOC-0079,BE-ORDER-0050,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00382,PROJ-001,document,DOC-0079,BE-ORDER-0066,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00383,PROJ-001,document,DOC-0079,BE-ORDER-0071,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00384,PROJ-001,document,DOC-0079,BE-PO-0003,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00385,PROJ-001,document,DOC-0080,BE-ORDER-0006,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00386,PROJ-001,document,DOC-0080,BE-ORDER-0026,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00387,PROJ-001,document,DOC-0080,BE-ORDER-0050,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00388,PROJ-001,document,DOC-0080,BE-ORDER-0066,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00389,PROJ-001,document,DOC-0080,BE-ORDER-0071,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00390,PROJ-001,document,DOC-0080,BE-PO-0003,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00391,PROJ-001,document,DOC-0081,BE-ORDER-0006,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00392,PROJ-001,document,DOC-0081,BE-ORDER-0026,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00393,PROJ-001,document,DOC-0081,BE-ORDER-0050,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
