id,project_id,entity_type,title,summary,status,priority,owner_member_id,department_id,occurred_at,due_at,created_at,updated_at,deleted_at
BE-ORDER-0119,PROJ-001,customer_order,고객 주문 ORD-00119,CUS-002 AP-CN-204 2419개 주문,confirmed,medium,PM-004,DEPT-002,2025-10-30,2025-11-28,2025-10-30T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0120,PROJ-001,customer_order,고객 주문 ORD-00120,CUS-001 AP-CN-204 5553개 주문,delayed,medium,PM-002,DEPT-002,2026-04-04,2026-05-19,2026-04-04T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0121,PROJ-001,customer_order,고객 주문 ORD-00121,CUS-002 AP-CN-204 1366개 주문,delayed,medium,PM-003,DEPT-002,2025-10-09,2025-10-29,2025-10-09T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0122,PROJ-001,customer_order,고객 주문 ORD-00122,CUS-005 AP-WH-220 2163개 주문,delayed,medium,PM-004,DEPT-002,2025-08-03,2025-08-21,2025-08-03T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0123,PROJ-001,customer_order,고객 주문 ORD-00123,CUS-005 AP-TM-118 5471개 주문,closed,medium,PM-003,DEPT-002,2026-05-26,2026-06-01,2026-05-26T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0124,PROJ-001,customer_order,고객 주문 ORD-00124,CUS-005 AP-CB-510 3801개 주문,shipped,medium,PM-004,DEPT-002,2026-02-04,2026-02-12,2026-02-04T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0125,PROJ-001,customer_order,고객 주문 ORD-00125,CUS-005 AP-CB-510 5036개 주문,closed,medium,PM-004,DEPT-002,2025-06-09,2025-07-14,2025-06-09T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0126,PROJ-001,customer_order,고객 주문 ORD-00126,CUS-003 AP-SC-330 513개 주문,closed,medium,PM-002,DEPT-002,2025-10-01,2025-10-09,2025-10-01T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0127,PROJ-001,customer_order,고객 주문 ORD-00127,CUS-005 AP-TM-118 1663개 주문,shipped,medium,PM-003,DEPT-002,2025-09-13,2025-10-22,2025-09-13T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0128,PROJ-001,customer_order,고객 주문 ORD-00128,CUS-002 AP-CN-204 3617개 주문,confirmed,medium,PM-002,DEPT-002,2026-05-18,2026-06-01,2026-05-18T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0129,PROJ-001,customer_order,고객 주문 ORD-00129,CUS-005 AP-CB-510 874개 주문,shipped,medium,PM-002,DEPT-002,2026-02-24,2026-03-21,2026-02-24T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0130,PROJ-001,customer_order,고객 주문 ORD-00130,CUS-002 AP-CN-204 1895개 주문,confirmed,medium,PM-004,DEPT-002,2026-04-10,2026-04-30,2026-04-10T09:00:00,2026-06-01T09:00:00,
BE-ORDER-0131,PROJ-001,customer_order,고객 주문 ORD-00131,CUS-004 AP-CB-510 2000개 주문,issue_reported,medium,PM-004,DEPT-002,2026-05-02,2026-05-15,2026-05-02T09:00:00,2026-06-01T09:00:00,
BE-PO-0001,PROJ-001,purchase_order,구매 발주 PO-00001,SUP-002 AP-TM-118 3188개 구매 발주,partially_received,medium,PM-005,DEPT-003,2026-03-05,2026-04-16,2026-03-05T09:00:00,2026-06-01T09:00:00,
BE-PO-0002,PROJ-001,purchase_order,구매 발주 PO-00002,SUP-004 AP-SC-330 5588개 구매 발주,delayed,medium,PM-007,DEPT-003,2026-01-29,2026-03-05,2026-01-29T09:00:00,2026-06-01T09:00:00,
BE-PO-0003,PROJ-001,purchase_order,구매 발주 PO-00003,SUP-003 AP-RL-450 5602개 구매 발주,partially_received,medium,PM-006,DEPT-003,2026-02-08,2026-04-10,2026-02-08T09:00:00,2026-06-01T09:00:00,
BE-PO-0004,PROJ-001,purchase_order,구매 발주 PO-00004,SUP-005 AP-RL-450 3974개 구매 발주,received,medium,PM-006,DEPT-003,2025-10-01,2025-12-07,2025-10-01T09:00:00,2026-06-01T09:00:00,
BE-PO-0005,PROJ-001,purchase_order,구매 발주 PO-00005,SUP-002 AP-WH-220 3658개 구매 발주,open,medium,PM-005,DEPT-003,2025-07-18,2025-09-04,2025-07-18T09:00:00,2026-06-01T09:00:00,
BE-PO-0006,PROJ-001,purchase_order,구매 발주 PO-00006,SUP-001 AP-CN-204 4501개 구매 발주,received,medium,PM-007,DEPT-003,2025-08-28,2025-09-17,2025-08-28T09:00:00,2026-06-01T09:00:00,
BE-PO-0007,PROJ-001,purchase_order,구매 발주 PO-00007,SUP-001 AP-CN-204 7387개 구매 발주,delayed,medium,PM-006,DEPT-003,2025-06-30,2025-08-12,2025-06-30T09:00:00,2026-06-01T09:00:00,
BE-PO-0008,PROJ-001,purchase_order,구매 발주 PO-00008,SUP-002 AP-WH-220 4302개 구매 발주,partially_received,medium,PM-007,DEPT-003,2026-01-01,2026-01-27,2026-01-01T09:00:00,2026-06-01T09:00:00,
BE-PO-0009,PROJ-001,purchase_order,구매 발주 PO-00009,SUP-001 AP-SC-330 1395개 구매 발주,open,medium,PM-006,DEPT-003,2025-10-17,2025-12-04,2025-10-17T09:00:00,2026-06-01T09:00:00,
BE-PO-0010,PROJ-001,purchase_order,구매 발주 PO-00010,SUP-004 AP-SC-330 590개 구매 발주,open,medium,PM-007,DEPT-003,2025-08-02,2025-10-06,2025-08-02T09:00:00,2026-06-01T09:00:00,
BE-PO-0011,PROJ-001,purchase_order,구매 발주 PO-00011,SUP-004 AP-SC-330 3101개 구매 발주,open,medium,PM-007,DEPT-003,2025-10-29,2025-12-02,2025-10-29T09:00:00,2026-06-01T09:00:00,
BE-PO-0012,PROJ-001,purchase_order,구매 발주 PO-00012,SUP-004 AP-TM-118 5152개 구매 발주,open,medium,PM-007,DEPT-003,2026-03-04,2026-03-21,2026-03-04T09:00:00,2026-06-01T09:00:00,
BE-PO-0013,PROJ-001,purchase_order,구매 발주 PO-00013,SUP-002 AP-RL-450 3318개 구매 발주,partially_received,medium,PM-007,DEPT-003,2025-10-01,2025-11-05,2025-10-01T09:00:00,2026-06-01T09:00:00,
BE-PO-0014,PROJ-001,purchase_order,구매 발주 PO-00014,SUP-003 AP-CN-204 1158개 구매 발주,open,medium,PM-007,DEPT-003,2026-04-28,2026-05-22,2026-04-28T09:00:00,2026-06-01T09:00:00,
BE-PO-0015,PROJ-001,purchase_order,구매 발주 PO-00015,SUP-004 AP-CN-204 4282개 구매 발주,delayed,medium,PM-006,DEPT-003,2025-06-12,2025-08-20,2025-06-12T09:00:00,2026-06-01T09:00:00,
BE-PO-0016,PROJ-001,purchase_order,구매 발주 PO-00016,SUP-003 AP-RL-450 7273개 구매 발주,partially_received,medium,PM-005,DEPT-003,2025-06-27,2025-09-05,2025-06-27T09:00:00,2026-06-01T09:00:00,
BE-PO-0017,PROJ-001,purchase_order,구매 발주 PO-00017,SUP-002 AP-TM-118 6157개 구매 발주,delayed,medium,PM-006,DEPT-003,2025-10-07,2025-11-21,2025-10-07T09:00:00,2026-06-01T09:00:00,
BE-PO-0018,PROJ-001,purchase_order,구매 발주 PO-00018,SUP-003 AP-RL-450 6839개 구매 발주,open,medium,PM-007,DEPT-003,2026-01-29,2026-03-19,2026-01-29T09:00:00,2026-06-01T09:00:00,
BE-PO-0019,PROJ-001,purchase_order,구매 발주 PO-00019,SUP-004 AP-SC-330 4764개 구매 발주,received,medium,PM-007,DEPT-003,2025-07-27,2025-09-02,2025-07-27T09:00:00,2026-06-01T09:00:00,
BE-PO-0020,PROJ-001,purchase_order,구매 발주 PO-00020,SUP-001 AP-CN-204 3253개 구매 발주,delayed,medium,PM-005,DEPT-003,2026-01-14,2026-02-07,2026-01-14T09:00:00,2026-06-01T09:00:00,
BE-PO-0021,PROJ-001,purchase_order,구매 발주 PO-00021,SUP-001 AP-TM-118 7793개 구매 발주,open,medium,PM-005,DEPT-003,2026-01-21,2026-03-26,2026-01-21T09:00:00,2026-06-01T09:00:00,
BE-PO-0022,PROJ-001,purchase_order,구매 발주 PO-00022,SUP-004 AP-SC-330 2481개 구매 발주,received,medium,PM-007,DEPT-003,2025-11-29,2025-12-16,2025-11-29T09:00:00,2026-06-01T09:00:00,
BE-PO-0023,PROJ-001,purchase_order,구매 발주 PO-00023,SUP-004 AP-RL-450 2019개 구매 발주,delayed,medium,PM-006,DEPT-003,2025-12-29,2026-01-28,2025-12-29T09:00:00,2026-06-01T09:00:00,
BE-PO-0024,PROJ-001,purchase_order,구매 발주 PO-00024,SUP-001 AP-CB-510 6328개 구매 발주,received,medium,PM-007,DEPT-003,2026-05-02,2026-06-01,2026-05-02T09:00:00,2026-06-01T09:00:00,
BE-PO-0025,PROJ-001,purchase_order,구매 발주 PO-00025,SUP-001 AP-CN-204 6551개 구매 발주,delayed,medium,PM-006,DEPT-003,2025-08-03,2025-09-20,2025-08-03T09:00:00,2026-06-01T09:00:00,
BE-PO-0026,PROJ-001,purchase_order,구매 발주 PO-00026,SUP-004 AP-CN-204 7210개 구매 발주,received,medium,PM-007,DEPT-003,2025-09-12,2025-10-16,2025-09-12T09:00:00,2026-06-01T09:00:00,
BE-PO-0027,PROJ-001,purchase_order,구매 발주 PO-00027,SUP-002 AP-WH-220 6323개 구매 발주,partially_received,medium,PM-006,DEPT-003,2025-11-18,2026-01-21,2025-11-18T09:00:00,2026-06-01T09:00:00,
BE-PO-0028,PROJ-001,purchase_order,구매 발주 PO-00028,SUP-001 AP-TM-118 7911개 구매 발주,received,medium,PM-006,DEPT-003,2025-10-15,2025-11-18,2025-10-15T09:00:00,2026-06-01T09:00:00,
BE-PO-0029,PROJ-001,purchase_order,구매 발주 PO-00029,SUP-003 AP-TM-118 7896개 구매 발주,delayed,medium,PM-007,DEPT-003,2025-09-05,2025-10-17,2025-09-05T09:00:00,2026-06-01T09:00:00,
BE-PO-0030,PROJ-001,purchase_order,구매 발주 PO-00030,SUP-001 AP-WH-220 5478개 구매 발주,open,medium,PM-006,DEPT-003,2025-07-11,2025-08-25,2025-07-11T09:00:00,2026-06-01T09:00:00,
BE-PO-0031,PROJ-001,purchase_order,구매 발주 PO-00031,SUP-004 AP-SC-330 6547개 구매 발주,partially_received,medium,PM-005,DEPT-003,2026-01-02,2026-01-17,2026-01-02T09:00:00,2026-06-01T09:00:00,
BE-PO-0032,PROJ-001,purchase_order,구매 발주 PO-00032,SUP-001 AP-CN-204 5944개 구매 발주,received,medium,PM-005,DEPT-003,2026-01-17,2026-02-03,2026-01-17T09:00:00,2026-06-01T09:00:00,
BE-PO-0033,PROJ-001,purchase_order,구매 발주 PO-00033,SUP-004 AP-SC-330 3579개 구매 발주,received,medium,PM-006,DEPT-003,2026-02-27,2026-03-20,2026-02-27T09:00:00,2026-06-01T09:00:00,
BE-PO-0034,PROJ-001,purchase_order,구매 발주 PO-00034,SUP-003 AP-RL-450 4183개 구매 발주,open,medium,PM-007,DEPT-003,2026-04-05,2026-05-16,2026-04-05T09:00:00,2026-06-01T09:00:00,
BE-PO-0035,PROJ-001,purchase_order,구매 발주 PO-00035,SUP-003 AP-RL-450 6144개 구매 발주,partially_received,medium,PM-007,DEPT-003,2026-04-02,2026-05-22,2026-04-02T09:00:00,2026-06-01T09:00:00,
BE-PO-0036,PROJ-001,purchase_order,구매 발주 PO-00036,SUP-003 AP-RL-450 7622개 구매 발주,partially_received,medium,PM-006,DEPT-003,2025-09-08,2025-10-09,2025-09-08T09:00:00,2026-06-01T09:00:00,
BE-PO-0037,PROJ-001,purchase_order,구매 발주 PO-00037,SUP-002 AP-TM-118 7730개 구매 발주,partially_received,medium,PM-007,DEPT-003,2025-09-28,2025-10-30,2025-09-28T09:00:00,2026-06-01T09:00:00,
BE-PO-0038,PROJ-001,purchase_order,구매 발주 PO-00038,SUP-004 AP-CB-510 7483개 구매 발주,open,medium,PM-005,DEPT-003,2025-08-05,2025-09-07,2025-08-05T09:00:00,2026-06-01T09:00:00,
BE-PO-0039,PROJ-001,purchase_order,구매 발주 PO-00039,SUP-004 AP-SC-330 1754개 구매 발주,received,medium,PM-005,DEPT-003,2025-10-17,2025-12-05,2025-10-17T09:00:00,2026-06-01T09:00:00,
BE-PO-0040,PROJ-001,purchase_order,구매 발주 PO-00040,SUP-002 AP-TM-118 1470개 구매 발주,delayed,medium,PM-007,DEPT-003,2026-05-12,2026-06-01,2026-05-12T09:00:00,2026-06-01T09:00:00,
BE-PO-0041,PROJ-001,purchase_order,구매 발주 PO-00041,SUP-003 AP-RL-450 2942개 구매 발주,received,medium,PM-007,DEPT-003,2026-02-07,2026-03-26,2026-02-07T09:00:00,2026-06-01T09:00:00,
BE-PO-0042,PROJ-001,purchase_order,구매 발주 PO-00042,SUP-001 AP-CN-204 4775개 구매 발주,received,medium,PM-006,DEPT-003,2026-01-31,2026-02-18,2026-01-31T09:00:00,2026-06-01T09:00:00,
BE-PO-0043,PROJ-001,purchase_order,구매 발주 PO-00043,SUP-003 AP-TM-118 6909개 구매 발주,received,medium,PM-005,DEPT-003,2026-03-01,2026-04-13,2026-03-01T09:00:00,2026-06-01T09:00:00,
BE-PO-0044,PROJ-001,purchase_order,구매 발주 PO-00044,SUP-001 AP-CN-204 6202개 구매 발주,open,medium,PM-005,DEPT-003,2026-02-15,2026-03-13,2026-02-15T09:00:00,2026-06-01T09:00:00,
BE-PO-0045,PROJ-001,purchase_order,구매 발주 PO-00045,SUP-001 AP-CN-204 1399개 구매 발주,partially_received,medium,PM-006,DEPT-003,2025-06-17,2025-08-13,2025-06-17T09:00:00,2026-06-01T09:00:00,
BE-PO-0046,PROJ-001,purchase_order,구매 발주 PO-00046,SUP-003 AP-RL-450 3545개 구매 발주,received,medium,PM-006,DEPT-003,2025-09-24,2025-10-20,2025-09-24T09:00:00,2026-06-01T09:00:00,
BE-PO-0047,PROJ-001,purchase_order,구매 발주 PO-00047,SUP-004 AP-RL-450 7642개 구매 발주,open,medium,PM-007,DEPT-003,2025-10-13,2025-12-16,2025-10-13T09:00:00,2026-06-01T09:00:00,
BE-PO-0048,PROJ-001,purchase_order,구매 발주 PO-00048,SUP-005 AP-CB-510 7203개 구매 발주,open,medium,PM-006,DEPT-003,2025-10-20,2025-12-06,2025-10-20T09:00:00,2026-06-01T09:00:00,
BE-PO-0049,PROJ-001,purchase_order,구매 발주 PO-00049,SUP-004 AP-SC-330 7258개 구매 발주,delayed,medium,PM-007,DEPT-003,2025-10-19,2025-12-20,2025-10-19T09:00:00,2026-06-01T09:00:00,
BE-PO-0050,PROJ-001,purchase_order,구매 발주 PO-00050,SUP-001 AP-CN-204 7915개 구매 발주,partially_received,medium,PM-006,DEPT-003,2026-02-24,2026-03-29,2026-02-24T09:00:00,2026-06-01T09:00:00,
BE-PO-0051,PROJ-001,purchase_order,구매 발주 PO-00051,SUP-004 AP-SC-330 827개 구매 발주,open,medium,PM-005,DEPT-003,2025-06-26,2025-07-22,2025-06-26T09:00:00,2026-06-01T09:00:00,
BE-PO-0052,PROJ-001,purchase_order,구매 발주 PO-00052,SUP-001 AP-CB-510 7972개 구매 발주,open,medium,PM-005,DEPT-003,2025-06-25,2025-08-20,2025-06-25T09:00:00,2026-06-01T09:00:00,
BE-PO-0053,PROJ-001,purchase_order,구매 발주 PO-00053,SUP-004 AP-SC-330 2087개 구매 발주,delayed,medium,PM-006,DEPT-003,2026-03-28,2026-05-05,2026-03-28T09:00:00,2026-06-01T09:00:00,
BE-PO-0054,PROJ-001,purchase_order,구매 발주 PO-00054,SUP-005 AP-CB-510 2366개 구매 발주,received,medium,PM-006,DEPT-003,2025-07-09,2025-09-01,2025-07-09T09:00:00,2026-06-01T09:00:00,
BE-PO-0055,PROJ-001,purchase_order,구매 발주 PO-00055,SUP-004 AP-SC-330 4463개 구매 발주,received,medium,PM-006,DEPT-003,2025-12-28,2026-03-08,2025-12-28T09:00:00,2026-06-01T09:00:00,
BE-PO-0056,PROJ-001,purchase_order,구매 발주 PO-00056,SUP-001 AP-CN-204 6508개 구매 발주,received,medium,PM-005,DEPT-003,2025-07-18,2025-09-18,2025-07-18T09:00:00,2026-06-01T09:00:00,
BE-PO-0057,PROJ-001,purchase_order,구매 발주 PO-00057,SUP-001 AP-CN-204 1899개 구매 발주,open,medium,PM-007,DEPT-003,2025-12-08,2025-12-30,2025-12-08T09:00:00,2026-06-01T09:00:00,
BE-PO-0058,PROJ-001,purchase_order,구매 발주 PO-00058,SUP-004 AP-SC-330 7217개 구매 발주,delayed,medium,PM-006,DEPT-003,2025-06-13,2025-08-15,2025-06-13T09:00:00,2026-06-01T09:00:00,
BE-PO-0059,PROJ-001,purchase_order,구매 발주 PO-00059,SUP-001 AP-CB-510 6270개 구매 발주,partially_received,medium,PM-005,DEPT-003,2025-08-05,2025-09-15,2025-08-05T09:00:00,2026-06-01T09:00:00,
BE-PO-0060,PROJ-001,purchase_order,구매 발주 PO-00060,SUP-002 AP-CB-510 4797개 구매 발주,open,medium,PM-006,DEPT-003,2025-11-04,2026-01-03,2025-11-04T09:00:00,2026-06-01T09:00:00,
BE-PO-0061,PROJ-001,purchase_order,구매 발주 PO-00061,SUP-005 AP-CB-510 6667개 구매 발주,received,medium,PM-006,DEPT-003,2026-01-06,2026-01-25,2026-01-06T09:00:00,2026-06-01T09:00:00,
BE-PO-0062,PROJ-001,purchase_order,구매 발주 PO-00062,SUP-001 AP-CN-204 577개 구매 발주,open,medium,PM-006,DEPT-003,2025-12-25,2026-02-10,2025-12-25T09:00:00,2026-06-01T09:00:00,
BE-PO-0063,PROJ-001,purchase_order,구매 발주 PO-00063,SUP-001 AP-CN-204 5635개 구매 발주,open,medium,PM-006,DEPT-003,2025-07-10,2025-09-01,2025-07-10T09:00:00,2026-06-01T09:00:00,
BE-PO-0064,PROJ-001,purchase_order,구매 발주 PO-00064,SUP-004 AP-CB-510 3099개 구매 발주,partially_received,medium,PM-007,DEPT-003,2025-06-28,2025-08-05,2025-06-28T09:00:00,2026-06-01T09:00:00,
BE-PO-0065,PROJ-001,purchase_order,구매 발주 PO-00065,SUP-003 AP-SC-330 587개 구매 발주,received,medium,PM-006,DEPT-003,2025-09-09,2025-10-20,2025-09-09T09:00:00,2026-06-01T09:00:00,
BE-PO-0066,PROJ-001,purchase_order,구매 발주 PO-00066,SUP-004 AP-SC-330 7613개 구매 발주,open,medium,PM-006,DEPT-003,2025-06-13,2025-08-16,2025-06-13T09:00:00,2026-06-01T09:00:00,
BE-PO-0067,PROJ-001,purchase_order,구매 발주 PO-00067,SUP-001 AP-CB-510 4970개 구매 발주,delayed,medium,PM-005,DEPT-003,2026-05-19,2026-06-01,2026-05-19T09:00:00,2026-06-01T09:00:00,
BE-PO-0068,PROJ-001,purchase_order,구매 발주 PO-00068,SUP-004 AP-WH-220 6267개 구매 발주,open,medium,PM-005,DEPT-003,2025-07-27,2025-08-15,2025-07-27T09:00:00,2026-06-01T09:00:00,
BE-PO-0069,PROJ-001,purchase_order,구매 발주 PO-00069,SUP-003 AP-CN-204 2471개 구매 발주,partially_received,medium,PM-005,DEPT-003,2025-10-07,2025-12-07,2025-10-07T09:00:00,2026-06-01T09:00:00,
BE-PO-0070,PROJ-001,purchase_order,구매 발주 PO-00070,SUP-004 AP-SC-330 3351개 구매 발주,partially_received,medium,PM-006,DEPT-003,2025-10-22,2025-11-18,2025-10-22T09:00:00,2026-06-01T09:00:00,
BE-PO-0071,PROJ-001,purchase_order,구매 발주 PO-00071,SUP-001 AP-CB-510 3453개 구매 발주,open,medium,PM-006,DEPT-003,2025-09-23,2025-11-26,2025-09-23T09:00:00,2026-06-01T09:00:00,
BE-PO-0072,PROJ-001,purchase_order,구매 발주 PO-00072,SUP-005 AP-CB-510 924개 구매 발주,open,medium,PM-007,DEPT-003,2025-07-24,2025-08-31,2025-07-24T09:00:00,2026-06-01T09:00:00,
BE-PO-0073,PROJ-001,purchase_order,구매 발주 PO-00073,SUP-001 AP-CN-204 1912개 구매 발주,delayed,medium,PM-006,DEPT-003,2026-01-19,2026-03-27,2026-01-19T09:00:00,2026-06-01T09:00:00,
BE-PO-0074,PROJ-001,purchase_order,구매 발주 PO-00074,SUP-001 AP-RL-450 5186개 구매 발주,open,medium,PM-007,DEPT-003,2025-06-14,2025-07-27,2025-06-14T09:00:00,2026-06-01T09:00:00,
BE-PO-0075,PROJ-001,purchase_order,구매 발주 PO-00075,SUP-001 AP-CN-204 5970개 구매 발주,partially_received,medium,PM-005,DEPT-003,2025-11-02,2025-12-20,2025-11-02T09:00:00,2026-06-01T09:00:00,
BE-PO-0076,PROJ-001,purchase_order,구매 발주 PO-00076,SUP-002 AP-TM-118 7001개 구매 발주,delayed,medium,PM-007,DEPT-003,2026-05-11,2026-06-01,2026-05-11T09:00:00,2026-06-01T09:00:00,
BE-PO-0077,PROJ-001,purchase_order,구매 발주 PO-00077,SUP-004 AP-SC-330 7529개 구매 발주,partially_received,medium,PM-006,DEPT-003,2025-08-02,2025-09-13,2025-08-02T09:00:00,2026-06-01T09:00:00,
BE-PO-0078,PROJ-001,purchase_order,구매 발주 PO-00078,SUP-001 AP-CN-204 5091개 구매 발주,delayed,medium,PM-006,DEPT-003,2025-08-13,2025-09-23,2025-08-13T09:00:00,2026-06-01T09:00:00,
BE-PO-0079,PROJ-001,purchase_order,구매 발주 PO-00079,SUP-004 AP-SC-330 5745개 구매 발주,received,medium,PM-005,DEPT-003,2026-02-18,2026-04-03,2026-02-18T09:00:00,2026-06-01T09:00:00,
BE-PO-0080,PROJ-001,purchase_order,구매 발주 PO-00080,SUP-002 AP-CB-510 2838개 구매 발주,received,medium,PM-006,DEPT-003,2026-01-03,2026-02-20,2026-01-03T09:00:00,2026-06-01T09:00:00,
BE-PO-0081,PROJ-001,purchase_order,구매 발주 PO-00081,SUP-004 AP-SC-330 7768개 구매 발주,delayed,medium,PM-006,DEPT-003,2026-03-22,2026-05-24,2026-03-22T09:00:00,2026-06-01T09:00:00,
BE-PO-0082,PROJ-001,purchase_order,구매 발주 PO-00082,SUP-004 AP-SC-330 6451개 구매 발주,delayed,medium,PM-006,DEPT-003,2025-10-13,2025-12-05,2025-10-13T09:00:00,2026-06-01T09:00:00,
BE-PO-0083,PROJ-001,purchase_order,구매 발주 PO-00083,SUP-002 AP-CB-510 4908개 구매 발주,open,medium,PM-005,DEPT-003,2026-01-06,2026-03-13,2026-01-06T09:00:00,2026-06-01T09:00:00,
BE-PO-0084,PROJ-001,purchase_order,구매 발주 PO-00084,SUP-001 AP-CB-510 5677개 구매 발주,partially_received,medium,PM-007,DEPT-003,2025-10-04,2025-11-01,2025-10-04T09:00:00,2026-06-01T09:00:00,
BE-PO-0085,PROJ-001,purchase_order,구매 발주 PO-00085,SUP-005 AP-CB-510 5021개 구매 발주,partially_received,medium,PM-007,DEPT-003,2025-07-19,2025-08-18,2025-07-19T09:00:00,2026-06-01T09:00:00,
BE-PO-0086,PROJ-001,purchase_order,구매 발주 PO-00086,SUP-004 AP-CB-510 1746개 구매 발주,partially_received,medium,PM-005,DEPT-003,2026-02-26,2026-04-15,2026-02-26T09:00:00,2026-06-01T09:00:00,
BE-PO-0087,PROJ-001,purchase_order,구매 발주 PO-00087,SUP-004 AP-SC-330 5288개 구매 발주,received,medium,PM-005,DEPT-003,2025-11-25,2026-01-24,2025-11-25T09:00:00,2026-06-01T09:00:00,
BE-PO-0088,PROJ-001,purchase_order,구매 발주 PO-00088,SUP-002 AP-WH-220 3860개 구매 발주,partially_received,medium,PM-005,DEPT-003,2026-04-18,2026-06-01,2026-04-18T09:00:00,2026-06-01T09:00:00,
BE-PO-0089,PROJ-001,purchase_order,구매 발주 PO-00089,SUP-004 AP-SC-330 1293개 구매 발주,delayed,medium,PM-006,DEPT-003,2026-02-06,2026-02-28,2026-02-06T09:00:00,2026-06-01T09:00:00,
BE-PO-0090,PROJ-001,purchase_order,구매 발주 PO-00090,SUP-001 AP-CN-204 4650개 구매 발주,partially_received,medium,PM-007,DEPT-003,2026-03-15,2026-05-02,2026-03-15T09:00:00,2026-06-01T09:00:00,
BE-PO-0091,PROJ-001,purchase_order,구매 발주 PO-00091,SUP-001 AP-TM-118 4526개 구매 발주,received,medium,PM-007,DEPT-003,2025-08-17,2025-10-08,2025-08-17T09:00:00,2026-06-01T09:00:00,
BE-PO-0092,PROJ-001,purchase_order,구매 발주 PO-00092,SUP-004 AP-CB-510 2613개 구매 발주,delayed,medium,PM-007,DEPT-003,2026-05-18,2026-06-01,2026-05-18T09:00:00,2026-06-01T09:00:00,
BE-PO-0093,PROJ-001,purchase_order,구매 발주 PO-00093,SUP-001 AP-CN-204 5285개 구매 발주,received,medium,PM-007,DEPT-003,2025-09-12,2025-11-07,2025-09-12T09:00:00,2026-06-01T09:00:00,
BE-PO-0094,PROJ-001,purchase_order,구매 발주 PO-00094,SUP-001 AP-RL-450 1664개 구매 발주,open,medium,PM-007,DEPT-003,2026-02-18,2026-04-16,2026-02-18T09:00:00,2026-06-01T09:00:00,
BE-PO-0095,PROJ-001,purchase_order,구매 발주 PO-00095,SUP-001 AP-CN-204 785개 구매 발주,delayed,medium,PM-005,DEPT-003,2025-12-28,2026-01-18,2025-12-28T09:00:00,2026-06-01T09:00:00,
BE-PO-0096,PROJ-001,purchase_order,구매 발주 PO-00096,SUP-003 AP-CB-510 4737개 구매 발주,delayed,medium,PM-005,DEPT-003,2025-06-23,2025-07-25,2025-06-23T09:00:00,2026-06-01T09:00:00,
BE-PO-0097,PROJ-001,purchase_order,구매 발주 PO-00097,SUP-002 AP-TM-118 2614개 구매 발주,partially_received,medium,PM-006,DEPT-003,2025-07-22,2025-09-16,2025-07-22T09:00:00,2026-06-01T09:00:00,
BE-PO-0098,PROJ-001,purchase_order,구매 발주 PO-00098,SUP-003 AP-TM-118 6600개 구매 발주,delayed,medium,PM-005,DEPT-003,2026-03-31,2026-05-23,2026-03-31T09:00:00,2026-06-01T09:00:00,
BE-PO-0099,PROJ-001,purchase_order,구매 발주 PO-00099,SUP-005 AP-CB-510 1886개 구매 발주,partially_received,medium,PM-006,DEPT-003,2026-03-08,2026-04-02,2026-03-08T09:00:00,2026-06-01T09:00:00,
BE-PO-0100,PROJ-001,purchase_order,구매 발주 PO-00100,SUP-001 AP-CB-510 6747개 구매 발주,partially_received,medium,PM-007,DEPT-003,2025-12-19,2026-01-23,2025-12-19T09:00:00,2026-06-01T09:00:00,
BE-PO-0101,PROJ-001,purchase_order,구매 발주 PO-00101,SUP-002 AP-TM-118 827개 구매 발주,received,medium,PM-007,DEPT-003,2025-10-03,2025-11-01,2025-10-03T09:00:00,2026-06-01T09:00:00,
BE-PO-0102,PROJ-001,purchase_order,구매 발주 PO-00102,SUP-004 AP-SC-330 5593개 구매 발주,partially_received,medium,PM-007,DEPT-003,2026-04-15,2026-06-01,2026-04-15T09:00:00,2026-06-01T09:00:00,
BE-PO-0103,PROJ-001,purchase_order,구매 발주 PO-00103,SUP-002 AP-CB-510 2052개 구매 발주,delayed,medium,PM-007,DEPT-003,2025-12-17,2026-01-30,2025-12-17T09:00:00,2026-06-01T09:00:00,
BE-PO-0104,PROJ-001,purchase_order,구매 발주 PO-00104,SUP-002 AP-TM-118 4218개 구매 발주,open,medium,PM-005,DEPT-003,2026-03-02,2026-03-31,2026-03-02T09:00:00,2026-06-01T09:00:00,
BE-PO-0105,PROJ-001,purchase_order,구매 발주 PO-00105,SUP-001 AP-TM-118 7585개 구매 발주,partially_received,medium,PM-007,DEPT-003,2025-06-27,2025-07-15,2025-06-27T09:00:00,2026-06-01T09:00:00,
