source_id,id,project_id,file_name,file_type,storage_uri,created_at,analysis_status
DOC-2022-008-001,203f5cc8-e148-5d74-bb29-f06c9e1750eb,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-001_temporary_owner_gap_2022-12-05.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-008-001_temporary_owner_gap_2022-12-05.md,2022-12-05T09:00:00,pending
DOC-2022-008-002,3a110b74-592c-5be1-99bc-b156c2e5b12b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-002_temporary_owner_gap_2022-12-07.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-008-002_temporary_owner_gap_2022-12-07.md,2022-12-07T09:00:00,pending
DOC-2022-008-003,102ebddb-4fb2-591d-939b-e050a0a87e74,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-003_temporary_owner_gap_2022-12-08.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-008-003_temporary_owner_gap_2022-12-08.md,2022-12-08T09:00:00,pending
DOC-2022-008-004,1a010970-bdbc-53f3-904c-64db95b342eb,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-004_temporary_owner_gap_2022-12-10.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-008-004_temporary_owner_gap_2022-12-10.md,2022-12-10T09:00:00,pending
DOC-2022-008-005,f132e3c2-b344-5376-b85b-8abc78d3004a,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-005_temporary_owner_gap_2022-12-12.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-008-005_temporary_owner_gap_2022-12-12.md,2022-12-12T09:00:00,pending
DOC-2022-008-006,59ccc109-9b37-5833-970c-028ce4025ed7,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-006_temporary_owner_gap_2022-12-13.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-008-006_temporary_owner_gap_2022-12-13.md,2022-12-13T09:00:00,pending
DOC-2022-008-007,09b29e3a-0846-567f-9f0f-c5da3d986edb,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-007_temporary_owner_gap_2022-12-15.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-008-007_temporary_owner_gap_2022-12-15.md,2022-12-15T09:00:00,pending
DOC-2022-008-008,d9d67f85-c75d-5665-b0b5-604d3c7f3836,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-008_temporary_owner_gap_2022-12-16.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-008-008_temporary_owner_gap_2022-12-16.md,2022-12-16T09:00:00,pending
DOC-2022-008-009,7691644c-194a-5068-86c3-8d27cc64cfcf,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-009_temporary_owner_gap_2022-12-18.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-008-009_temporary_owner_gap_2022-12-18.md,2022-12-18T09:00:00,pending
DOC-2022-008-010,22589eb4-f991-546b-84a6-30a88117ea07,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-010_temporary_owner_gap_2022-12-20.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-008-010_temporary_owner_gap_2022-12-20.md,2022-12-20T09:00:00,pending
DOC-2022-008-011,4762645c-43b7-5489-b55e-e30d62c25378,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-011_temporary_owner_gap_2022-12-21.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-008-011_temporary_owner_gap_2022-12-21.md,2022-12-21T09:00:00,pending
DOC-2022-008-012,2a20a6ae-4fa7-5dd5-8599-32665a3345e6,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-008-012_temporary_owner_gap_2022-12-23.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-008-012_temporary_owner_gap_2022-12-23.md,2022-12-23T09:00:00,pending
DOC-2022-009-001,89195a16-6939-5752-a695-f02a0091e86c,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-009-001_delivery_recheck_2022-02-03.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-009-001_delivery_recheck_2022-02-03.md,2022-02-03T09:00:00,pending
DOC-2022-009-002,7cc7e496-d9ad-540a-9942-0bec5c942c48,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-009-002_delivery_recheck_2022-02-06.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-009-002_delivery_recheck_2022-02-06.md,2022-02-06T09:00:00,pending
DOC-2022-009-003,9657cb2a-5b01-5681-9667-55d43b535cf8,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-009-003_delivery_recheck_2022-02-09.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-009-003_delivery_recheck_2022-02-09.md,2022-02-09T09:00:00,pending
DOC-2022-009-004,42e59141-aa67-5d48-b635-cdf967fe15e3,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-009-004_delivery_recheck_2022-02-12.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-009-004_delivery_recheck_2022-02-12.md,2022-02-12T09:00:00,pending
DOC-2022-010-001,7941c0aa-79dc-5ce8-bcaf-df40e7c2a96f,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-010-001_product_code_typo_2022-02-17.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-010-001_product_code_typo_2022-02-17.md,2022-02-17T09:00:00,pending
DOC-2022-010-002,04127eb5-4e24-50b9-9e28-46196f62cf25,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-010-002_product_code_typo_2022-02-20.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-010-002_product_code_typo_2022-02-20.md,2022-02-20T09:00:00,pending
DOC-2022-010-003,2aeb4efb-0483-5403-844f-213a82b3f8d5,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-010-003_product_code_typo_2022-02-22.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-010-003_product_code_typo_2022-02-22.md,2022-02-22T09:00:00,pending
DOC-2022-010-004,d9572bb9-de31-55cb-a94a-cd18e98433e1,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-010-004_product_code_typo_2022-02-25.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-010-004_product_code_typo_2022-02-25.md,2022-02-25T09:00:00,pending
DOC-2022-011-001,118e0c39-7fda-5cb6-b75d-02bb0f196654,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-011-001_supplier_reply_delay_2022-06-02.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-011-001_supplier_reply_delay_2022-06-02.md,2022-06-02T09:00:00,pending
DOC-2022-011-002,8570d28a-ea18-5657-8ce5-aaa131bb3219,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-011-002_supplier_reply_delay_2022-06-06.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-011-002_supplier_reply_delay_2022-06-06.md,2022-06-06T09:00:00,pending
DOC-2022-011-003,4f9b290d-0c64-5d9b-b0d5-211375fe1257,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-011-003_supplier_reply_delay_2022-06-10.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-011-003_supplier_reply_delay_2022-06-10.md,2022-06-10T09:00:00,pending
DOC-2022-011-004,55451dab-f981-599a-b96b-ff591cc4047b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-011-004_supplier_reply_delay_2022-06-14.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-011-004_supplier_reply_delay_2022-06-14.md,2022-06-14T09:00:00,pending
DOC-2022-012-001,a137cb49-8aef-5168-940c-8be952e4768b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-012-001_shipment_quantity_fix_2022-06-16.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-012-001_shipment_quantity_fix_2022-06-16.md,2022-06-16T09:00:00,pending
DOC-2022-012-002,b76437d3-2946-5db6-85b1-bb2431845b78,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-012-002_shipment_quantity_fix_2022-06-20.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-012-002_shipment_quantity_fix_2022-06-20.md,2022-06-20T09:00:00,pending
DOC-2022-012-003,b036a710-97f1-5541-b787-55b9acf6630e,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-012-003_shipment_quantity_fix_2022-06-23.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-012-003_shipment_quantity_fix_2022-06-23.md,2022-06-23T09:00:00,pending
DOC-2022-012-004,c5cddd48-0153-5972-9c41-863643c69867,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-012-004_shipment_quantity_fix_2022-06-27.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-012-004_shipment_quantity_fix_2022-06-27.md,2022-06-27T09:00:00,pending
DOC-2022-013-001,dbb3be7e-0a3c-50fd-891f-90c07d964156,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-013-001_owner_change_2022-09-02.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-013-001_owner_change_2022-09-02.md,2022-09-02T09:00:00,pending
DOC-2022-013-002,58a66c0d-31a8-53d4-997d-fb328d4bf5c7,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-013-002_owner_change_2022-09-06.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-013-002_owner_change_2022-09-06.md,2022-09-06T09:00:00,pending
DOC-2022-013-003,e53ec1af-1e13-53ff-a7bd-072caa1e0960,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-013-003_owner_change_2022-09-09.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-013-003_owner_change_2022-09-09.md,2022-09-09T09:00:00,pending
DOC-2022-013-004,d9a97a7a-e0d3-5cd5-a46a-08c485a1ed8b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-013-004_owner_change_2022-09-13.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-013-004_owner_change_2022-09-13.md,2022-09-13T09:00:00,pending
DOC-2022-014-001,03db43c1-4986-5f74-97ac-ffc00dcfaba1,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-014-001_repeated_todo_open_2022-09-16.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-014-001_repeated_todo_open_2022-09-16.md,2022-09-16T09:00:00,pending
DOC-2022-014-002,84198673-d443-5e02-af07-e82431a72558,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-014-002_repeated_todo_open_2022-09-20.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-014-002_repeated_todo_open_2022-09-20.md,2022-09-20T09:00:00,pending
DOC-2022-014-003,029e0b3e-d061-52c0-997f-f24f4e6a982b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-014-003_repeated_todo_open_2022-09-25.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-014-003_repeated_todo_open_2022-09-25.md,2022-09-25T09:00:00,pending
DOC-2022-014-004,d4d91408-db3f-5db0-86ec-3999ff71303b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-014-004_repeated_todo_open_2022-09-29.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-014-004_repeated_todo_open_2022-09-29.md,2022-09-29T09:00:00,pending
DOC-2022-015-001,aa7a9c73-a318-589b-8b0a-8d8c8bc7c65e,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-015-001_month_end_check_2022-11-02.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-015-001_month_end_check_2022-11-02.md,2022-11-02T09:00:00,pending
DOC-2022-015-002,b84af7dc-3b87-5808-abff-a93c2d14f5f2,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-015-002_month_end_check_2022-11-06.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-015-002_month_end_check_2022-11-06.md,2022-11-06T09:00:00,pending
DOC-2022-015-003,869adaa3-df37-55c5-b415-81b8566e7997,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-015-003_month_end_check_2022-11-10.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-015-003_month_end_check_2022-11-10.md,2022-11-10T09:00:00,pending
DOC-2022-015-004,01049427-1914-51d0-a602-9e3ae376bf8b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-015-004_month_end_check_2022-11-14.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-015-004_month_end_check_2022-11-14.md,2022-11-14T09:00:00,pending
DOC-2022-016-001,c8580efc-9e3b-58d1-91ac-db42d7f73389,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-016-001_customer_price_update_gap_2022-11-16.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-016-001_customer_price_update_gap_2022-11-16.md,2022-11-16T09:00:00,pending
DOC-2022-016-002,99c98cd4-3452-51fd-a963-869b8c5e9d0e,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-016-002_customer_price_update_gap_2022-11-20.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-016-002_customer_price_update_gap_2022-11-20.md,2022-11-20T09:00:00,pending
DOC-2022-016-003,09704fa5-5329-5c3b-ba0d-fd367cd9287c,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-016-003_customer_price_update_gap_2022-11-25.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-016-003_customer_price_update_gap_2022-11-25.md,2022-11-25T09:00:00,pending
DOC-2022-016-004,53ca3c8e-8e45-5319-b5f5-8bde124dac26,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-016-004_customer_price_update_gap_2022-11-29.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-016-004_customer_price_update_gap_2022-11-29.md,2022-11-29T09:00:00,pending
